463537860499763200	61902717	Tue May 06 04:36:52 +0000 2014			web	0		New York	The #whereislavernecox movement is awesome. #girlslikeus	Kevin O'Leary	kevincarroleary
463554348463960064	1706101310	Tue May 06 05:42:23 +0000 2014			<a href="http://www.tumblr.com/" rel="nofollow">Tumblr</a>	0		Los Angeles	Why white activists don't care about TWOC issues #twoc #girlslikeus #racism #transphobia http://t.co/jhq1nixo7b	Kat Blaque	kat_blaque
463660619431174144	887869922	Tue May 06 12:44:40 +0000 2014			<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>	0			RT @Lavernecox: Had a blast on this shoot for #Emmy magazine for @OITNB #oitnb #girlslikeus http://t.co/WvUQCiTlmk	hhhhhhhhh	shrekteen
463660996662689792	251200657	Tue May 06 12:46:10 +0000 2014			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0	[40.49927394,-74.43348105]	Rutgers University	Our community needs networks that allow for support and validation. I am driven to help fulfill this need #girlslikeus #RedefiningRealness	Vanessa Gonzalez	MyOutspokenSelf
463682014604828674	18634831	Tue May 06 14:09:41 +0000 2014			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		Chicago, IL	Been laying in bed awake for the past hour &amp; a half...still on Chicago time, but now it's time to get up and get fabulous #GirlsLikeUs	Angelica Ross	angelicaross
463697554199150594	1721360149	Tue May 06 15:11:26 +0000 2014			web	0		WINNIPEG	RT @Lavernecox: http://t.co/JRkiuIQb43 #genderproud #girlslikeus #trans #OITNB	Jessica	jessica_mae_l
463698758187089920	1851617726	Tue May 06 15:16:13 +0000 2014			web	0			RT @Lavernecox: http://t.co/JRkiuIQb43 #genderproud #girlslikeus #trans #OITNB	ReginaLeppert	ReginaLeppert
463704793945751552	401559138	Tue May 06 15:40:12 +0000 2014			<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	0			RT @Lavernecox: http://t.co/JRkiuIQb43 #genderproud #girlslikeus #trans #OITNB	Actually a Wolf	insanniety
463717288630165505	848494254	Tue May 06 16:29:51 +0000 2014			<a href="http://twitter.com/tweetbutton" rel="nofollow">Tweet Button</a>	0		Calgary	How the Trans 100 Is Changing The World http://t.co/YK4pZJsCgz  #girlslikeus	ϟυℊ@ґ 	PosterOfAGirrl
463732119668547584	2275261339	Tue May 06 17:28:47 +0000 2014			<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	0		Kanukistan	RT @OriginalOestrus: You know you're a nerd when you compare your transition to being a Trill initiate. #girlslikeus	#HeavyMeta Midget	heavymetamidget
463733491096891394	972802519	Tue May 06 17:34:14 +0000 2014			web	0		New York ✈ International	RT @Lavernecox: http://t.co/JRkiuIQb43 #genderproud #girlslikeus #trans #OITNB	Open Society Health	OSFHealth
463742513241534464	29482612	Tue May 06 18:10:05 +0000 2014			<a href="http://twitter.com/tweetbutton" rel="nofollow">Tweet Button</a>	0		SLC, UT	Vote with me 4 Sophia Hawes Lutrova in @VictoryFund's contest 4 future #LGBT candidates/campaign staff. http://t.co/pOUjDapaIx #girlslikeus	Dominique Storni	DominiqueStorni
463745210108088320	2270771410	Tue May 06 18:20:48 +0000 2014			<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	0		UK.	RT @Uk_babeshows: "@LexusBradbury: RT if you'd smash it   #TGirl #Transsexual #GirlsLikeUs #TS http://t.co/yS0ufzoGyz" Look at that ass 😋 xx	Neil	Ambigsexuality
463777955194609664	604607829	Tue May 06 20:30:55 +0000 2014	463777094447558657	1594232557	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	0		#GirlsLikeUs 	@wifeofdianemela Not everyone im sat on a bus :)	Lisa Quinn	lisaquinn345
463781725487632384	967033308	Tue May 06 20:45:54 +0000 2014	463764166936104961	1673372904	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		#GirlsLikeUs #NRA #tgirlsrock	I really dont know.  It wont get better until Americans wise up and realize that party politics and cronyism is the problem! @satintrudi	CAMI	xoCAMILLAxo
463827129033969664	51080280	Tue May 06 23:46:19 +0000 2014			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		New York, NY	Support BIYUTI one of the only publishers for trans women of color #girlslikeus https://t.co/UVy97R1IGd	Audre Lorde Project	audrelorde
463827967932518403	1239273468	Tue May 06 23:49:39 +0000 2014			web	0		Chicago 	RT @audrelorde: Support BIYUTI one of the only publishers for trans women of color #girlslikeus https://t.co/UVy97R1IGd	H. Melt	HMeltChicago
