359174483766034433	32171756	Mon Jul 22 04:54:04 +0000 2013			<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	false		Arizona	You can still watch the FtBCon trans panel: Myths &amp; Facts About #Trans People http://t.co/xuORYY8TUh #girlslikeus #guyslikeus #gqslikeus #fb	Abby Jensen	Arizona_Abby
359186118652071937	604607829	Mon Jul 22 05:40:18 +0000 2013			<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	false		#GirlsLikeUs 	It's forecast to reach  34 degrees C today but its thundering now. Having  the choosing the right outfit quandary.	Lisa Quinn	lisaquinn345
359206536637186048	604607829	Mon Jul 22 07:01:26 +0000 2013	359203880883601409	988666668	web	false		#GirlsLikeUs 	@Randomsarahxx An Omen! ;)	Lisa Quinn	lisaquinn345
359332344601116674	22277118	Mon Jul 22 15:21:21 +0000 2013	359330331834318849	166671760	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		Deep in the ❤	@laurgertsen I watched the Big 12 Media Day during my workout this morning! #GirlsLikeUs	Brittney Maricle	MrsMaricle
359366200955912192	24675155	Mon Jul 22 17:35:53 +0000 2013			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false	[50.83190303,-0.1339461]	Brighton	An awkward moment when a random lost tourist asks for directions and realises you're trans half way through the conversation! #GirlsLikeUs	Meloni Flava	MissCassHoskins
359381103368343553	18924291	Mon Jul 22 18:35:06 +0000 2013			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		Manhattan via Oahu	Spent the day this far engaged in revelatory conversations with my dear sister @reinagossett. Blessed to know you. #twoc #GirlsLikeUs	Janet Mock	janetmock
359403547021934592	604607829	Mon Jul 22 20:04:17 +0000 2013	359401550176718848	300002444	web	false		#GirlsLikeUs 	@kara_louise18 Tell your hairdresser you want to grow it (and why if you want to). I get mine cut about 2-3 times a year, saves cash too :)	Lisa Quinn	lisaquinn345
359414922301546498	967033308	Mon Jul 22 20:49:29 +0000 2013	359403297599270912	262569972	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		#GirlsLikeUs #NRA #tgirlsrock	http://t.co/jBo2eODcmu  @KaraConnor @MrdannyArthur @cubfanbeerguy	CAMI	xoCAMILLAxo
359421679350452225	24992290	Mon Jul 22 21:16:20 +0000 2013			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		Indianapolis, IN	RT @transadvocate: Orange is The New Black and its New Black #Trans Narrative: http://t.co/OmyW0Jr4fa @fakerapper @OITNB  #girlslikeus #OIT…	tony kariotis	Tony_Kariotis
359423059142647808	53716474	Mon Jul 22 21:21:49 +0000 2013			<a href="http://www.echofon.com/" rel="nofollow">Echofon</a>	false		Amherst, MA	RT @transadvocate: Orange is The New Black and its New Black #Trans Narrative: http://t.co/OmyW0Jr4fa @fakerapper @OITNB  #girlslikeus #OIT…	monica rochon	iammrochon
