356204048023695360	244459746	Sun Jul 14 00:10:37 +0000 2013			<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	false		SF Bay Area	RT @fakerapper: Help #transgender #entrepreneurs build mobile apps for #trans social good http://t.co/5cPPJ1ZTuN #girlslikeus	A.Lizard	alizardx
356235002083676161	53665207	Sun Jul 14 02:13:37 +0000 2013			<a href="http://stone.com/Twittelator" rel="nofollow">Twittelator</a>	false	[40.859663,-73.926749]	Manhattan 10040	I'm watching @OITNB think I'm on episode 4, you have a GREAT BODY, @LaverneCox , lol (they leave u alone cause u a hairStylist? #GirlsLikeUs	Brooke Cerda	TRANSLATINAS_NY
356244426969976833	1508758562	Sun Jul 14 02:51:04 +0000 2013			<a href="http://bufferapp.com" rel="nofollow">Buffer</a>	false		Brooklyn,NY	Jazzie Collins, a fierce #trans activist &amp; #TransMarch organizer has passed away. Rest In Power. Donate: http://t.co/K4TFc2EFrU #GirlsLikeUs	Prerna	PrernaSays
356245525785354241	967033308	Sun Jul 14 02:55:26 +0000 2013			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		#GirlsLikeUs #NRA #tgirlsrock	RT @dutchminati: #nojustice #riot4trayvon TIME TO MOVE TO SANFORD 2 MAKE SURE ZIMMERMAN DOESNT GET OUT DAT BUILDING	CAMI	xoCAMILLAxo
356252114936266752	53665207	Sun Jul 14 03:21:37 +0000 2013			<a href="http://stone.com/Twittelator" rel="nofollow">Twittelator</a>	false	[40.859729,-73.926771]	Manhattan 10040	OMG @LaverneCox ur wife is MEAN!(that's y i don't date) Thank god in NYC we got @SRLP lawyers to get us hormones in jail #GirlsLikeUs #OITNB	Brooke Cerda	TRANSLATINAS_NY
356252723093581824	1508758562	Sun Jul 14 03:24:02 +0000 2013			<a href="http://bufferapp.com" rel="nofollow">Buffer</a>	false		Brooklyn,NY	RT @JohnnyGolightly: Trans women of color are the only population incarcerated higher than Black and Latino men #trans #GirlsLikeUs #PIC #N…	Prerna	PrernaSays
356351079727894528	604607829	Sun Jul 14 09:54:52 +0000 2013	356348594028163072	24675155	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	false		#GirlsLikeUs 	@MissCassHoskins I'm calling myself old (46). I don't know how old you are.	Lisa Quinn	lisaquinn345
356363654184185856	604607829	Sun Jul 14 10:44:50 +0000 2013	356361540976390145	166964765	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	false		#GirlsLikeUs 	@louderthanwar Better Sainsbury's than Selfridges!	Lisa Quinn	lisaquinn345
356439621304983553	18634831	Sun Jul 14 15:46:42 +0000 2013			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		Chicago, IL	Tomorrow's the ribbon cutting for the #TransLifeCenter, I'm humbled by this project &amp; honored to be a program coordinator #GirlsLikeus	Angelica Ross	angelicaross
356448336997384194	428344439	Sun Jul 14 16:21:20 +0000 2013	356434292504670210	561174070	web	false		Arkansas	@LauraLynnFarron I think I can help others with beauty and styling tips along with general encouragement! :-) #GirlsLikeUs	K. Airen Maye S.	MayeSinagain
356458667463278592	604607829	Sun Jul 14 17:02:23 +0000 2013	356457770989531137	454091819	web	false		#GirlsLikeUs 	@marliesanna I don't need a lecture in fighting anti racism from you thank you very much. Bye.	Lisa Quinn	lisaquinn345
356485091612037121	14727193	Sun Jul 14 18:47:23 +0000 2013			<a href="http://www.hootsuite.com" rel="nofollow">HootSuite</a>	false		San Francisco	#GirlsLikeUs lost a fierce advocate. And some of us lost a sister... Jazzie Collins, S.F. transgender activist, dies http://t.co/ty8Ho9C0nb	Cecilia Chung	FlamingDiva
356502804220739584	604607829	Sun Jul 14 19:57:46 +0000 2013	356500560863690752	195318381	web	false		#GirlsLikeUs 	@0x17h I'm not colour blind. Stop pricking me.	Lisa Quinn	lisaquinn345
356509070427045889	604607829	Sun Jul 14 20:22:40 +0000 2013	356507165571293185	1291632890	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	false		#GirlsLikeUs 	@TGAnnaWade it's cool just never pushed points as much before in 'the community'. Wotever eh :)	Lisa Quinn	lisaquinn345
