455136895916187648	18439432	Sun Apr 13 00:14:26 +0000 2014			<a href="http://www.echofon.com/" rel="nofollow">Echofon</a>	0		Dallas, Tx	RT @Blackamazon: If most Transwomen can not reproduce because they die before 25 that is a reproductive justice issue #CLPP2014 #girlslikeus	Jenn Diaz	JenMeanIt
455147088175972352	134150952	Sun Apr 13 00:54:56 +0000 2014	455146893392105472	188509332	web	0		⚴ #girlslikeus ⚧	@VioletValhalla I am not sure I qualify for that class, yet. But I certainly qualify for "the butts of all these pants aren't all baggy."	Transfixed Katherine	Hypatian
455148497277550593	134150952	Sun Apr 13 01:00:32 +0000 2014	455148214422081536	17817980	web	0		⚴ #girlslikeus ⚧	@Momgamer ***hugs***	Transfixed Katherine	Hypatian
455197235249442816	134150952	Sun Apr 13 04:14:12 +0000 2014	455196689217753088	134150952	web	0		⚴ #girlslikeus ⚧	P.S. @bombsfall It's all your fault that I think things are rad. And you are awesome and I love you for it.	Transfixed Katherine	Hypatian
455204235387228160	15050403	Sun Apr 13 04:42:01 +0000 2014			<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	0	[38.3487184,-122.7161053]	Santa Rosa, CA 	No matter how many people say you are #beautiful every #trans girl wonders if they will spend the rest of their life #Alone #girlslikeus	Kaiya Kramer	thisiskaiya
455251660617818112	2474620595	Sun Apr 13 07:50:28 +0000 2014			<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	0		London UK	http://t.co/aPpWG7GzWw I &lt;3 this organisation #girlslikeus #guyslikeus #muscle  #FTM @TransGenderUtd  @AllREqual  @Queerty @realscientists	I.AM	iamahappening
455293662193528832	2196493760	Sun Apr 13 10:37:22 +0000 2014			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		Manchester	Sequins, sparkles, glitter, love hearts, bows and fairy dust   Because that's who I am at my core   #GirlsLikeUs	Lexus B	LexusBradbury
455319906242674689	19009079	Sun Apr 13 12:21:39 +0000 2014			<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	0	[33.8407115,-117.9985547]	Southern California	RT What the fuck kind of charge is "manifesting prostitution" anyway? Sounds highly subjective to me. #freeMonicaJones #GirlsLikeUs	Robert Reyes	RobertReyes
455375023587328000	301553799	Sun Apr 13 16:00:40 +0000 2014			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		SF Bay Area	As you can see, @cecilia_c_chung and @SmartAssJen have been working extra long hours lately! #girlslikeus http://t.co/GI0FTqXHR4	Tracy Garza	tracygarza
455379465028513792	134150952	Sun Apr 13 16:18:19 +0000 2014			web	0		⚴ #girlslikeus ⚧	RT @hottestsingles: HOT SINGLES IN YOUR AREA, PLUNGED UP TO THEIR ELBOWS IN THE VISCERA OF THE VOID, LISTENING FOR FAINT GLACIAL HEARTBEATS…	Transfixed Katherine	Hypatian
455388713699135488	14727193	Sun Apr 13 16:55:04 +0000 2014			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		San Francisco	RT @Arizona_Abby: #girlslikeus #StandWithMonica MT @tslove602: Pls  share. We must continue to fight for injustice.https://t.co/4GMY8J7nQX	Cecilia Chung	cecilia_c_chung
455411442670239745	17231390	Sun Apr 13 18:25:23 +0000 2014			<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	0		New Orleans	RT @Blackamazon: If most Transwomen can not reproduce because they die before 25 that is a reproductive justice issue #CLPP2014 #girlslikeus	coleen murphy	coldbean
455431017579692032	23903712	Sun Apr 13 19:43:10 +0000 2014			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		the capital of the free world	RT @Lavernecox: Love this photo a Facebook friend posted. last night's #glaadawards red carpet entrance. #oitnb @OITNB #girlslikeus http://…	Alexis Simone	morenalx
455432154080477184	1921286264	Sun Apr 13 19:47:41 +0000 2014			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0			RT @Lavernecox: Love this photo a Facebook friend posted. last night's #glaadawards red carpet entrance. #oitnb @OITNB #girlslikeus http://…	Claudie	toshiba58237780
455435350320508928	301768368	Sun Apr 13 20:00:23 +0000 2014			web	0			RT @Luzs_D_Cares: #StandWithMonica http://t.co/LuvVPrg5fY #Girlslikeus @DarbyinDC	SWOP Denver	SWOPDenver
455460440378576897	14066777	Sun Apr 13 21:40:05 +0000 2014			<a href="http://twitter.com/devices" rel="nofollow">txt</a>	0		Formerly Rocquefort Hall	RT @Blackamazon: If most Transwomen can not reproduce because they die before 25 that is a reproductive justice issue #CLPP2014 #girlslikeus	The Tom Fool	Dan_Backslide
455463691086229504	1345702333	Sun Apr 13 21:53:00 +0000 2014			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		Litchfield 	RT @Lavernecox: Love this photo a Facebook friend posted. last night's #glaadawards red carpet entrance. #oitnb @OITNB #girlslikeus http://…	Orange Is the New...	OITNB
455469080917835776	2301005997	Sun Apr 13 22:14:25 +0000 2014	413578087973261312	205678279	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		lincolnshire skegness	“@bjforshaw: Think this color looks good against the black keyboard :) #girlslikeus http://t.co/hyEB8AGyLe”	ruby  dennise	rubydennissee
455486348858634240	19160457	Sun Apr 13 23:23:02 +0000 2014			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		San Francisco	RT @Lavernecox: Love this photo a Facebook friend posted. last night's #glaadawards red carpet entrance. #oitnb @OITNB #girlslikeus http://…	Rolla Selbak	RollaSelbak
455486465972391936	536689321	Sun Apr 13 23:23:30 +0000 2014			<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	0			RT @Lavernecox: Love this photo a Facebook friend posted. last night's #glaadawards red carpet entrance. #oitnb @OITNB #girlslikeus http://…	itsme~p	Paty_VeM
455495106213081088	1240008006	Sun Apr 13 23:57:50 +0000 2014			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		Lincoln, Nebraska	I'm feeling it!! 6 months into hormone replacement therapy. #girlslikeus #trans	Kharizma Valentine	KharizmaV
