436326428100276226	382259381	Thu Feb 20 02:28:21 +0000 2014			<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	0		Unimatrix 01	RT @Lavernecox: Check out our #girlslikeus founder @janetmock on @ColbertReport. http://t.co/HrzUduvNK5. funny and informative.  #redefinin…	Laudanum	MxLaudanum
436333181017792512	1694860627	Thu Feb 20 02:55:11 +0000 2014			<a href="http://www.hootsuite.com" rel="nofollow">HootSuite</a>	0		www.SectionII.com	RT @Lavernecox: please read and share my interview with @inthesetimes about our new doc @FreeCeCedoc  http://t.co/Py91eUGr2O #girlslikeus...	Section II	sctn_ii
436335542566129664	746293537	Thu Feb 20 03:04:34 +0000 2014			<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	0		ny	RT @Lavernecox: Check out our #girlslikeus founder @janetmock on @ColbertReport. http://t.co/HrzUduvNK5. funny and informative.  #redefinin…	Tessa Through	throughwallsny
436359592541696000	883725907	Thu Feb 20 04:40:08 +0000 2014			<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	0			RT @Lavernecox: Check out our #girlslikeus founder @janetmock on @ColbertReport. http://t.co/HrzUduvNK5. funny and informative.  #redefinin…	Amy Hickey	amyhickey75
436375803698638848	2267187491	Thu Feb 20 05:44:33 +0000 2014			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		Mickey's Backyard	Getting old. My big time routine now includes a bunch of pills. Estrogen, vitamins, and acetaminophen. #girlslikeus #oldlady	Maia Monet	MaiaMonet
436392316438601728	78548680	Thu Feb 20 06:50:10 +0000 2014			<a href="http://instagram.com" rel="nofollow">Instagram</a>	0		Stadium Area, Maseru, Lesotho	🛀🛀🛀🛀🛀🛀🛀🛀🛀 now time to go sleep 💋 http://t.co/t5OYHoHD9Q	#GirlsLikeUs	mskivababy
436396435391528960	81360756	Thu Feb 20 07:06:32 +0000 2014	425063794277363712	63112528	web	0		Dakar - Twin Cities - Chicago	Royalty came by the station!! @kfaiFMradio MT @Lavernecox Behind the scenes of @FreeCeCedoc. @Beyonce #girlslikeus https://t.co/iowhLuJCbe	Minna Zhou	minnazhou
436401191845888000	251046118	Thu Feb 20 07:25:26 +0000 2014			web	0			RT @transmarch: WATCH: @Lavernecox and CeCeMcDonald speak out about systematic violence against #TWOC #GirlsLikeUs http://t.co/ePAoxWfWyA	Wildkatze	joluchs
436410280575533057	78548680	Thu Feb 20 08:01:33 +0000 2014	436378761702178816	1914965988	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0	[-29.30238802,27.49957134]	Stadium Area, Maseru, Lesotho	“@ThA_Rea_R: @mskivababy  :-D  :-D  :-D  :-D...cant wait!!!!”😃 awesome	#GirlsLikeUs	mskivababy
436412327588798464	78548680	Thu Feb 20 08:09:41 +0000 2014	436411886859718656	2309138543	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0	[-29.30238802,27.49957134]	Stadium Area, Maseru, Lesotho	“@justnthb: Ebile ke fit on IG, wide hips narrow waist. In real life ZERO 😂”😥 why u telling them...??	#GirlsLikeUs	mskivababy
