416003263654146048	1370387833	Thu Dec 26 00:31:21 +0000 2013			web	0		Minnesota, USA	RT @metalmujer: No centralization. No gatekeeping. No nonprofitindustrialcomplex. A P2P hand up 4 #girlslikeus &amp; trans feminine ppl in need…	M. A. Melby	MAMelby
416172109703168000	604607829	Thu Dec 26 11:42:17 +0000 2013	416169523130421249	300002444	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	0		#GirlsLikeUs 	@kara_louise18 yes, I've only ever known her as her + it's selfish of me to think that I'm losing a friend. I know I wont, as we're v.close.	Lisa Quinn	lisaquinn345
416173606897717248	604607829	Thu Dec 26 11:48:14 +0000 2013			<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	0		#GirlsLikeUs 	Just for the record my friend isn't on Twitter and I'm really talking about my own feelings, not hers. I wouldn't ever do that.	Lisa Quinn	lisaquinn345
416236840472305664	19834077	Thu Dec 26 15:59:30 +0000 2013			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0			RT @ZJemptv: "Defining the Human: Are Transgender People Strangers to the Law" http://t.co/ams2HIqO8D #girlslikeus #law	Em	keris42
416253298979504128	30927658	Thu Dec 26 17:04:54 +0000 2013			web	0			RT @ZJemptv: "Defining the Human: Are Transgender People Strangers to the Law" http://t.co/ams2HIqO8D #girlslikeus #law	femphil	femphil
416253516903362560	34451606	Thu Dec 26 17:05:46 +0000 2013			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		Pennsylvania	RT @ZJemptv: "Defining the Human: Are Transgender People Strangers to the Law" http://t.co/ams2HIqO8D #girlslikeus #law	BTA	bta_man
416256586978308096	271689957	Thu Dec 26 17:17:58 +0000 2013			<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	0		Under the Moon	RT @ZJemptv: "Defining the Human: Are Transgender People Strangers to the Law" http://t.co/ams2HIqO8D #girlslikeus #law	Ren Neto	atou_ren
416257962869784577	840925669	Thu Dec 26 17:23:26 +0000 2013			web	0		Toronto, Canada	RT @ZJemptv: "Defining the Human: Are Transgender People Strangers to the Law" http://t.co/ams2HIqO8D #girlslikeus #law	alyson	missmaplesleafs
416267336950099969	32171756	Thu Dec 26 18:00:41 +0000 2013			<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	0		Arizona	Imagining a Better World For Trans Women Survivors Of Domestic Violence|Autostraddle http://t.co/YuXzJ5gn9q #TPOC #QPOC #trans #girlslikeus	Abby Jensen	Arizona_Abby
416275046332911616	455889983	Thu Dec 26 18:31:19 +0000 2013			<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	0		Boston, MA	RT @juliammore: I donated $40 to help send copies of @janetmock 's #RedefiningRealness to #girlslikeus Find out how: http://t.co/m43ICRWFXN	Allison Francis	allison_francis
