359463223700889602	14256353	Tue Jul 23 00:01:25 +0000 2013			<a href="http://janetter.net/" rel="nofollow">Janetter for Android</a>	false		Oakland California	RT @VeeFergie: Orange is The New Black and its New Black #Trans Narrative: http://t.co/og4xzjBAL3 … @fakerapper @OITNB  #girlslikeus #OITNB	Dr Kortney R Ziegler	fakerapper
359463701922848768	24745879	Tue Jul 23 00:03:19 +0000 2013			<a href="http://www.echofon.com/" rel="nofollow">Echofon</a>	false		ATL 	RT @VeeFergie: Orange is The New Black and its New Black #Trans Narrative: http://t.co/og4xzjBAL3 … @fakerapper @OITNB  #girlslikeus #OITNB	A.W.  	Ashley_S_W
359516772589776896	161043998	Tue Jul 23 03:34:12 +0000 2013			<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	false			"@fakerapper: #OITNB and its New Black Trans Narrative @OITNB @LaverneCox http://t.co/YfHMtianRX #transgender #girlslikeus" SUCH A FAN!	aecontre	aecontre
359571545749860352	186640416	Tue Jul 23 07:11:51 +0000 2013			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false			Women... We are complicated. Get over it #GirlsLikeUs http://t.co/Wq1tlnbBpQ	girls like us 	girlslikeus_
359638612607905794	8515632	Tue Jul 23 11:38:21 +0000 2013	359628375075209217	474314181	<a href="http://twitter.com/tweetbutton" rel="nofollow">Tweet Button</a>	false		London	@sophiaphotos I know :) my point is that much of what #girlslikeus focus on is tangental to the dilemma of reconciling gender and flesh	Eleanor McHugh	feyeleanor
359647303226769408	53665207	Tue Jul 23 12:12:53 +0000 2013			<a href="http://stone.com/Twittelator" rel="nofollow">Twittelator</a>	false	[40.859777,-73.926379]	Manhattan 10040	IMAGINE WHAT IS LIKE 4 WOMEN of TRANS EXPERIENCE  ➤➤RT@LGBTbrooklyn Being Back &amp; Gay in America  ❏ http://t.co/JrSVnTNms1 #GirlsLikeUs #TWOC	Brooke Cerda	TRANSLATINAS_NY
359666907349123075	48410630	Tue Jul 23 13:30:47 +0000 2013	359597998235328512	24866239	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		Chicago, IL, USA	@wonderlandmag hands down Sophia is my fave character in @OITNB. She needs more lines and screen time. #girlslikeus @AvrilLavigne	T.J. Jourian	tjjourian
359670460268556288	370833462	Tue Jul 23 13:44:54 +0000 2013	359476230094995456	18924291	<a href="https://mobile.twitter.com" rel="nofollow">Mobile Web (M5)</a>	false			@janetmock  What are we waiting 4? No one else is doing it?? Eden4the 1st out/transparent working &amp; successful tg video Girl!! #girlslikeus	Eden	Edenimagica
359683634648711172	255822257	Tue Jul 23 14:37:15 +0000 2013			<a href="https://mobile.twitter.com" rel="nofollow">Mobile Web (M5)</a>	false			Does anyone got to DerbyFriends? What's it like? #girlslikeus	Lily Fox	lilylayer4
359693859992776704	370833462	Tue Jul 23 15:17:53 +0000 2013	359680187543199745	18924291	<a href="https://mobile.twitter.com" rel="nofollow">Mobile Web (M5)</a>	false			@janetmock for goodness sake Simon Cowell, Taj Stanberry, DMC been following me 4momths! They know who@ i wanna accomplish#girlslikeus	Eden	Edenimagica
359716953805434881	604607829	Tue Jul 23 16:49:39 +0000 2013			web	false		#GirlsLikeUs 	Good chat with my GP today. Pretty much ok, BP normal, lost 2Kg's, E levels low so upped to 6mg. Still suffering from anxiety and dep' tho'.	Lisa Quinn	lisaquinn345
359740081378045954	604607829	Tue Jul 23 18:21:33 +0000 2013	359738649585258496	826689842	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	false		#GirlsLikeUs 	@a_cognito I know you wouldn't :) It's not a race, I don't think there's much to be gained by transitioning before you're ready to. Harsh?	Lisa Quinn	lisaquinn345
359781047078100993	967033308	Tue Jul 23 21:04:20 +0000 2013	359779956240289792	224649099	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		#GirlsLikeUs #NRA #tgirlsrock	This qualifies him to run for NYC Mayor now!   @BdolfHitler @ericbolling	CAMI	xoCAMILLAxo
359793885884596225	14532389	Tue Jul 23 21:55:21 +0000 2013			web	false		SF Bay Area, CA	RT @Arizona_Abby: OMG! #TDOR #trans #girlslikeus "@pamspaulding: Jamaican cross-dressing teen ‘chopped &amp; stabbed’ to death by mob http://t.…	Gwendolyn Ann Smith	gwenners
359814513513611264	14727193	Tue Jul 23 23:17:19 +0000 2013			<a href="http://www.hootsuite.com" rel="nofollow">HootSuite</a>	false		San Francisco	Sex Workers Rise Up After Fatal Stabbings - Uprising http://t.co/FrVHuI6gcl #stigmakills #JusticeForDora #GirlsLikeUs	Cecilia Chung	FlamingDiva
