354447523848531970	967033308	Tue Jul 09 03:50:49 +0000 2013			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		#GirlsLikeUs #NRA #tgirlsrock	RT @PoodleAssassin: Visit http://t.co/IRLprSL5Q4 and get your hands on a tube of #ROCKSTAHR lip glaze! Going fast! They wont see noon! http…	CAMI	xoCAMILLAxo
354447763234234369	967033308	Tue Jul 09 03:51:46 +0000 2013			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		#GirlsLikeUs #NRA #tgirlsrock	RT @PoodleAssassin: Please visit our crisp fresh new website!!! New site New products New faces!! NEW IS SUCH A GOOD COLOR ON US!!	CAMI	xoCAMILLAxo
354448614359171072	967033308	Tue Jul 09 03:55:09 +0000 2013			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		#GirlsLikeUs #NRA #tgirlsrock	RT @SenTedCruz: If POTUS ignores Obamacare employer mandate, why wouldn't he ignore immigration bill border requirements? http://t.co/GORpg…	CAMI	xoCAMILLAxo
354449331857793024	967033308	Tue Jul 09 03:58:00 +0000 2013	354447772830801920	40930480	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		#GirlsLikeUs #NRA #tgirlsrock	That's what they've wanted from the start TK!  This is gonna be about race NO MATTER WHAT!  @ToddKincannon @KathleenSweets	CAMI	xoCAMILLAxo
354456344553725952	53665207	Tue Jul 09 04:25:52 +0000 2013			<a href="http://stone.com/Twittelator" rel="nofollow">Twittelator</a>	false	[40.859792,-73.926898]	Manhattan 10040	 THURSDAY  is The Health &amp; Pleasure Fair at The @LGBTCenterNYC  ❐ http://t.co/emZdGIbY7F  @AudreLorde @BrooklynPride   #GirlsLikeUs #TWOC	Brooke Cerda	TRANSLATINAS_NY
354619213576548353	967033308	Tue Jul 09 15:13:03 +0000 2013	354616727977476096	323911083	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		#GirlsLikeUs #NRA #tgirlsrock	Flesh-eating bacteria wont even go into the kiddie-pool!   @mrtruthandsoul	CAMI	xoCAMILLAxo
354644580722954240	34608316	Tue Jul 09 16:53:52 +0000 2013			web	false		los angeles  venice beach	#boho #happy #peace #lookoftheday #trans #girlslikeus #asos #streestyle #abs #skinny #bandeau #sexygirl http://t.co/K8rPWWCwFx	Simòne	simoneycoco
354655863396507648	202786571	Tue Jul 09 17:38:41 +0000 2013			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		Planet Earth.. for now	RT @JohnnyGolightly: Trans women of color are the only population incarcerated higher than Black and Latino men #trans #GirlsLikeUs #PIC #N…	Katherine Ramos	LatinaAnarchist
354655934687088640	42954933	Tue Jul 09 17:38:58 +0000 2013			<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	false		the 305 MIA	RT @JohnnyGolightly: Trans women of color are the only population incarcerated higher than Black and Latino men #trans #GirlsLikeUs #PIC #N…	Sister Outsider	FeministGriote
354657927258316800	865731702	Tue Jul 09 17:46:53 +0000 2013			web	false		Amherst, Mass.	RT @JohnnyGolightly: Trans women of color are the only population incarcerated higher than Black and Latino men #trans #GirlsLikeUs #PIC #N…	Samuel Zaber	MonksPress
354660040868761601	527816946	Tue Jul 09 17:55:17 +0000 2013			<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	false		chicago, il	RT @JohnnyGolightly: Trans women of color are the only population incarcerated higher than Black and Latino men #trans #GirlsLikeUs #PIC #N…	jacqueline	punkestrockest
354665921303945216	32739807	Tue Jul 09 18:18:39 +0000 2013			<a href="http://www.tweetcaster.com" rel="nofollow">TweetCaster for Android</a>	false		Southern California	RT @JohnnyGolightly: Trans women of color are the only population incarcerated higher than Black and Latino men #trans #GirlsLikeUs #PIC #N…	Eva Vega Diversity	EvaVegaWorld
354674561851199488	482628166	Tue Jul 09 18:52:59 +0000 2013			web	false		Wilds of Greater Boston	RT @JohnnyGolightly: Trans women of color are the only population incarcerated higher than Black and Latino men #trans #GirlsLikeUs #PIC #N…	Peter 	NewEnglandite
354700046253568000	311221086	Tue Jul 09 20:34:15 +0000 2013			<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	false			RT @TransgenderTrio is live on video once again for the celebration of Ep 25 of the podcast #trans #girlslikeus … http://t.co/swsZbIQzMO	Nashmiera	Nashmiera
